               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 108,             0.01937,           0.0068443,           0.0055925,             0.96427,             0.94596,             0.97759,             0.73269,            0.017701,           0.0054459,           0.0046375,           0.0011725,           0.0011725,           0.0011725
                 109,             0.01915,           0.0074121,            0.005012,             0.96378,             0.94218,             0.97335,             0.73159,            0.017754,           0.0054674,           0.0051939,             0.00109,             0.00109,             0.00109
                 110,            0.019137,           0.0074009,           0.0043796,             0.95456,             0.95913,             0.97669,             0.73575,            0.017901,           0.0054553,           0.0047998,           0.0010075,           0.0010075,           0.0010075
                 111,            0.018962,           0.0077877,           0.0048668,             0.96225,             0.94898,             0.97611,              0.7304,            0.017692,           0.0053946,           0.0046336,            0.000925,            0.000925,            0.000925
                 112,            0.018973,           0.0074549,           0.0049747,             0.95674,             0.94859,             0.97443,             0.72782,            0.017456,           0.0054333,           0.0047266,           0.0008425,           0.0008425,           0.0008425
                 113,            0.018675,           0.0070531,           0.0051334,             0.94753,             0.95382,               0.976,             0.72968,            0.017407,            0.005472,           0.0047525,             0.00076,             0.00076,             0.00076
                 114,            0.018689,           0.0073714,            0.004174,             0.96626,             0.94016,             0.97509,             0.73359,            0.017426,           0.0054165,            0.004777,           0.0006775,           0.0006775,           0.0006775
                 115,            0.018364,           0.0072254,           0.0042434,             0.95962,             0.94152,             0.97454,             0.72648,            0.017494,           0.0054332,           0.0049247,            0.000595,            0.000595,            0.000595
                 116,            0.018469,           0.0078984,           0.0045885,              0.9423,             0.95816,             0.97343,             0.72734,            0.017382,           0.0054339,            0.004932,           0.0005125,           0.0005125,           0.0005125
                 117,            0.018255,           0.0076071,           0.0040653,             0.95388,             0.94405,             0.97281,             0.73384,            0.017136,           0.0054689,           0.0047329,             0.00043,             0.00043,             0.00043
                 118,            0.017951,           0.0074389,           0.0040054,             0.95923,              0.9444,             0.97358,             0.73136,            0.017199,           0.0054479,           0.0047863,           0.0003475,           0.0003475,           0.0003475
                 119,            0.017969,           0.0075586,           0.0040989,             0.95722,             0.94549,             0.97256,             0.73525,            0.017021,            0.005423,            0.004973,            0.000265,            0.000265,            0.000265
